shot_id,shot_made_flag
1,0.428483
8,0.3423
17,0.672752
20,0.706905
33,0.397615
34,0.44505
35,0.473688
36,0.46319
37,0.620324
38,0.388361
45,0.434489
50,0.353311
55,0.391384
60,0.302475
66,0.275148
67,0.322705
71,0.427572
80,0.311565
85,0.320611
86,0.633446
95,0.622952
104,0.39722
113,0.36496
123,0.324219
126,0.853302
133,0.671795
141,0.251083
144,0.44284
150,0.645658
152,0.413047
153,0.63726
156,0.380915
159,0.897336
165,0.751235
172,0.438584
182,0.846855
192,0.410654
193,0.656595
196,0.358416
202,0.334053
210,0.355293
211,0.414653
228,0.885609
257,0.420096
260,0.437112
264,0.400174
267,0.783468
279,0.850689
282,0.421499
293,0.356804
299,0.825248
300,0.774362
301,0.834598
317,0.356863
327,0.380687
328,0.331424
335,0.397927
346,0.790798
348,0.267595
365,0.369042
390,0.751158
391,0.75153
392,0.793236
397,0.40146
418,0.374281
428,0.269818
434,0.635087
439,0.4728
440,0.41977
456,0.529008
459,0.307514
472,0.408717
480,0.280717
491,0.359042
497,0.405917
509,0.408816
511,0.452388
523,0.267711
533,0.442879
544,0.4441
546,0.388306
555,0.721136
558,0.354837
560,0.333698
573,0.324529
591,0.411642
596,0.33553
597,0.361264
601,0.591826
605,0.447795
617,0.373924
628,0.338491
634,0.45216
646,0.362612
649,0.439443
651,0.728428
654,0.812563
656,0.466095
657,0.471186
669,0.388188
670,0.877444
693,0.748837
694,0.289083
699,0.432243
711,0.397956
718,0.393737
722,0.38183
723,0.389005
725,0.637055
734,0.340111
735,0.392926
737,0.779774
746,0.327832
747,0.729785
766,0.367717
767,0.33369
771,0.274421
773,0.2439
774,0.397301
783,0.283128
784,0.398824
789,0.313966
792,0.398104
804,0.310384
809,0.348278
812,0.315872
813,0.379327
817,0.3183
820,0.356262
825,0.369912
826,0.364199
829,0.425047
855,0.41958
859,0.746743
862,0.381466
870,0.385725
876,0.361022
880,0.451439
886,0.903204
889,0.887552
891,0.358534
897,0.900841
902,0.3719
903,0.354333
908,0.376659
909,0.399615
920,0.3498
922,0.418122
924,0.672627
932,0.380674
934,0.364728
937,0.358737
941,0.35139
943,0.351892
950,0.414394
952,0.34214
954,0.854628
963,0.370848
975,0.369873
979,0.398412
981,0.404419
983,0.219363
985,0.463986
989,0.42857
995,0.422694
998,0.394364
1008,0.300267
1019,0.713012
1023,0.410059
1026,0.335273
1029,0.695637
1034,0.826179
1036,0.72617
1038,0.328957
1039,0.686712
1051,0.436174
1052,0.243266
1066,0.327852
1087,0.2529
